39,0,12,14,0,0
39,1,12,15,0,0
39,2,12,16,0,0
39,3,12,17,0,0
39,4,12,18,0,0
39,5,12,19,0,0
40,0,13,0,0,0
40,1,13,1,0,0
41,0,13,2,0,0
41,1,13,3,0,0
41,2,13,4,0,0
41,3,13,5,0,0
41,4,13,6,0,0
42,0,13,7,0,0
42,1,13,8,0,0
42,2,13,9,0,0
42,3,13,10,0,0
42,4,13,11,0,0
42,5,13,12,0,0
43,0,13,13,0,0
43,1,13,14,0,0
43,2,13,15,0,0
43,3,13,16,0,0
44,0,13,17,0,0
44,1,13,18,0,0
44,2,13,19,0,0
44,3,14,0,0,0
44,4,14,1,0,0
45,0,14,2,0,0
45,1,14,3,0,0
45,2,14,4,0,0
45,3,14,5,0,0
